spec,N,beta,se,p,ci_lo,ci_hi
"Headline (past 3-yr MA, lag1) on full headline sample",143,11.135622514004222,5.5182238750568535,0.04807230851494979,0.3199037188927889,21.951341309115655
"Headline (past 3-yr MA, lag1) on placebo-overlap sample",143,11.135622514004222,5.5182238750568535,0.04807230851494979,0.3199037188927889,21.951341309115655
Placebo (future 3-yr MA) on placebo-overlap sample,143,4.61600808791705,5.860531075698803,0.43400597117445205,-6.870632820452602,16.102648996286703
